Identifier,NodeType,followers,Following,connections,Degree
luoyt,leaf-user,,,,4
luozhihao,leaf-user,,,,2
luqizheng,user,5,3,8,7
lurongkai,leaf-user,,,,2
lurrpis,leaf-user,,,,2
luuman,leaf-user,,,,5
luvictor,leaf-user,,,,2
lux182,leaf-user,,,,2
luxas,leaf-user,,,,2
LuxoftNinja,user,11,51,62,64
luzexi,leaf-user,,,,2
luzhilin,leaf-user,,,,5
lvdmaaten,leaf-user,,,,4
LVGG,leaf-user,,,,2
lvht,leaf-user,,,,3
lvjian700,leaf-user,,,,4
lvraikkonen,user,4,13,17,16
lvvvl,leaf-user,,,,2
lvzixun,leaf-user,,,,2
lwansbrough,leaf-user,,,,2
lwhhhh,user,23,51,74,67
lxchuan12,user,24,51,75,65
lxghost,user,29,51,80,77
lxj,user,25,13,38,37
lxl0303,user,5,51,56,54
lxneng,leaf-user,,,,2
lxtx021,leaf-user,,,,2
lxyc,user,2,11,13,12
Lyanbin,leaf-user,,,,5
lybway,leaf-user,,,,2
lychees,leaf-user,,,,2
lyjamare,leaf-user,,,,3
lykmapipo,leaf-user,,,,6
lylpixin2121,leaf-user,,,,2
lyltj2010,leaf-user,,,,2
lyn716,user,20,39,59,42
LyndonChin,user,51,51,102,104
lynnaloo,leaf-user,,,,3
Lynn-cc,leaf-user,,,,3
Lynnnnnn,leaf-user,,,,3
LYP951018,leaf-user,,,,8
lyricat,user,51,18,69,72
Lyrics1,leaf-user,,,,2
lysu,leaf-user,,,,2
lytforgood,leaf-user,,,,2
lytofb,leaf-user,,,,2
lyuehh,leaf-user,,,,2
lyz9082,user,9,36,45,39
lzjun567,leaf-user,,,,2
lzkui2013,leaf-user,,,,2
lzl124631x,leaf-user,,,,2
lzlmike,user,8,14,22,19
lzufengye,leaf-user,,,,2
lzwjava,leaf-user,,,,5
lzxb,leaf-user,,,,3
lzyy,leaf-user,,,,4
lzyzsd,leaf-user,,,,10
m0n0ph1,user,51,51,102,104
M0xkLurk3r,user,40,51,91,55
m13m,leaf-user,,,,2
M2shad0w,leaf-user,,,,2
m2ym,leaf-user,,,,5
m3home,leaf-user,,,,2
M3kH,user,24,40,64,44
ma1co,leaf-user,,,,2
ma6174,leaf-user,,,,9
Ma63d,leaf-user,,,,2
Mabvuto,leaf-user,,,,2
Macarse,leaf-user,,,,2
maccman,leaf-user,,,,7
machaoqun0921,user,1,3,4,3
macji,leaf-user,,,,2
mackenziechild,leaf-user,,,,3
mackstone,leaf-user,,,,2
maclover7,leaf-user,,,,2
macosunity,leaf-user,,,,9
macournoyer,leaf-user,,,,3
macressler,leaf-user,,,,12
madan96,leaf-user,,,,2
madeings,leaf-user,,,,2
madeleineudell,leaf-user,,,,2
madeye,leaf-user,,,,6
madguy02,user,8,24,32,31
madhav-datt,leaf-user,,,,2
madhur,leaf-user,,,,2
MaDickal,user,14,15,29,22
madisonmay,leaf-user,,,,2
Madmous,leaf-user,,,,2
MadMub,leaf-user,,,,2
madrobby,leaf-user,,,,8
madskristensen,leaf-user,,,,3
MaestroVincent,leaf-user,,,,2
mafintosh,leaf-user,,,,15
Magdoll,user,17,5,22,22
magicae,leaf-user,,,,2
magicismight,leaf-user,,,,4
magicknight,leaf-user,,,,2
magicshui,leaf-user,,,,4
magnars,leaf-user,,,,4
MagnifierSun,user,2,10,12,11
magomimmo,leaf-user,,,,2
magro,user,51,30,81,82
maguowei,leaf-user,,,,3
MaherJendoubi,user,8,51,59,57
mahmoud,leaf-user,,,,3
mahmoudparsian,user,51,51,102,95
Mahmoudz,leaf-user,,,,2
mahnerak,leaf-user,,,,2
mahonaguha,leaf-user,,,,5
MaiaVictor,leaf-user,,,,2
maichanchinh,leaf-user,,,,2
maicoder,leaf-user,,,,2
maimingliang,leaf-user,,,,5
maisui99,leaf-user,,,,2
majek,leaf-user,,,,2
major2015,leaf-user,,,,2
makeapp,leaf-user,,,,2
makediff,leaf-user,,,,2
MakeNowJust,leaf-user,,,,2
makhtardiouf,user,18,26,44,31
making,leaf-user,,,,2
Maks3w,leaf-user,,,,3
maleadt,leaf-user,,,,2
Malhou,user,9,1,10,9
maliubiao,leaf-user,,,,3
mallikarjunayaddala,leaf-user,,,,18
malsup,leaf-user,,,,2
maltsugar,leaf-user,,,,2
malukenho,leaf-user,,,,26
mambax7,leaf-user,,,,33
mamboer,leaf-user,,,,2
mame,leaf-user,,,,3
manajay,leaf-user,,,,2
manashmndl,user,51,51,102,101
mandatoryprogrammer,leaf-user,,,,2
mandotpro,user,3,10,13,12
mandyllano,leaf-user,,,,7
manekinekko,leaf-user,,,,2
manfordbenjamin,leaf-user,,,,2
mangini,leaf-user,,,,2
ManInTheBox,leaf-user,,,,2
manishmarahatta,leaf-user,,,,2
manishsingh623,leaf-user,,,,2
manning,leaf-user,,,,4
MannusEtten,user,3,51,54,54
manogenome,leaf-user,,,,2
manolaz,user,12,51,63,62
ManonBehr,leaf-user,,,,2
mansres,leaf-user,,,,2
manu14889,user,51,51,102,114
manuakasam,leaf-user,,,,2
manu-chroma,leaf-user,,,,2
manucorporat,leaf-user,,,,3
manuelkiessling,leaf-user,,,,2
ManuelPeinado,leaf-user,,,,2
manxisuo,user,30,51,81,79
maoabc1818,leaf-user,,,,3
MAOISM,leaf-user,,,,2
maojj,leaf-user,,,,2
maojr,leaf-user,,,,2
maoling,leaf-user,,,,2
maolion,user,44,51,95,68
Maoni0,user,51,0,51,52
mapeveri,leaf-user,,,,2
Maples7,leaf-user,,,,2
maq9713,leaf-user,,,,2
Marak,leaf-user,,,,6
Maras0830,user,30,46,76,66
marcelaraujo,leaf-user,,,,2
marcelduran,leaf-user,,,,3
marcelklehr,leaf-user,,,,2
MarcelloDuarte,leaf-user,,,,2
marcelohd,leaf-user,,,,2
MarchLiu,leaf-user,,,,3
marc-mabe,leaf-user,,,,2
marcoalt,user,7,0,7,7
marcoarment,leaf-user,,,,3
marcobarcelos,leaf-user,,,,2
marcokorb,leaf-user,,,,2
marcol,user,11,21,32,29
marcorei,leaf-user,,,,2
MarcoSong2016,leaf-user,,,,3
MarcoWorms,leaf-user,,,,2
Marc-pi,leaf-user,,,,3
MarcusMorba,leaf-user,,,,2
marcuswestin,leaf-user,,,,4
marcysutton,leaf-user,,,,2
mardan00,leaf-user,,,,2
marginchan,leaf-user,,,,2
MariaNattestad,leaf-user,,,,3
marijnh,leaf-user,,,,11
marijnkoolen,user,8,1,9,8
marinehero,leaf-user,,,,3
mario-deluna,leaf-user,,,,2
mariolew,leaf-user,,,,2
mariotaku,leaf-user,,,,6
MarisaKirisame,leaf-user,,,,10
Mark24Code,user,51,51,102,71
mark94025,leaf-user,,,,2
markau,leaf-user,,,,2
markblackburn77,leaf-user,,,,2
MarkCloser,leaf-user,,,,2
markdalgleish,leaf-user,,,,4
markmandel,leaf-user,,,,2
Marko-Jankovic,leaf-user,,,,3
markqin,user,27,32,59,54
markrobinson85,leaf-user,,,,2
markroxor,leaf-user,,,,2
markyun,leaf-user,,,,5
markzhai,leaf-user,,,,12
marlon-david,leaf-user,,,,2
MarlonFan,leaf-user,,,,2
marshalYuan,user,11,10,21,21
MartianZ,leaf-user,,,,3
MartinBG,user,2,0,2,2
martindale,leaf-user,,,,2
martinpedros,leaf-user,,,,2
MartinRGB,leaf-user,,,,5
martinwilter,leaf-user,,,,2
martykan,leaf-user,,,,2
Marvin-Brouwer,leaf-user,,,,2
marvinick,leaf-user,,,,2
marwanhilmi,user,30,51,81,80
marydn,leaf-user,,,,2
maryrosecook,leaf-user,,,,2
masadakung,leaf-user,,,,2
masalmon,leaf-user,,,,2
masankin,leaf-user,,,,7
masel67,user,4,1,5,4
Mashadim,leaf-user,,,,3
MaShiZhao,user,4,25,29,27
mashuai,leaf-user,,,,2
MaskRay,leaf-user,,,,2
mason-mcglothlin,user,3,2,5,4
masoudgolchin,leaf-user,,,,3
massie,leaf-user,,,,2
masterATyan,leaf-user,,,,2
masterjon,leaf-user,,,,2
masterviana,leaf-user,,,,2
masuhara,leaf-user,,,,2
masuidrive,leaf-user,,,,2
matagus,leaf-user,,,,3
matb33,leaf-user,,,,2
matchingponies,leaf-user,,,,2
mateiz,leaf-user,,,,3
materliu,leaf-user,,,,4
matheusfontana,leaf-user,,,,2
matheusml,leaf-user,,,,2
matheuss,leaf-user,,,,4
mathias-brandewinder,user,51,51,102,104
mathiasbynens,leaf-user,,,,15
mathieumg,leaf-user,,,,3
mathieupassenaud,leaf-user,,,,2
Mathildaliu,leaf-user,,,,2
mathisonian,leaf-user,,,,6
mathxlee,leaf-user,,,,2
Mati365,user,51,51,102,130
matiasinsaurralde,user,51,51,102,109
Matlab-Biometric-recognition,leaf-user,,,,2
matpalm,leaf-user,,,,3
matrix700,leaf-user,,,,2
Matrixbirds,leaf-user,,,,3
matsko,leaf-user,,,,2
mattab,leaf-user,,,,2
mattcaldwell,leaf-user,,,,2
mattdesl,leaf-user,,,,5
Matt-Esch,leaf-user,,,,5
matteyeux,leaf-user,,,,2
mattgemmell,leaf-user,,,,4
matthelm,user,49,28,77,72
matthew-andrews,leaf-user,,,,2
matthewleahy,leaf-user,,,,2
matthewmorrone1,leaf-user,,,,5
matthewmueller,leaf-user,,,,8
mattheworiordan,leaf-user,,,,4
matthewrdev,user,25,9,34,30
matthewsibigtroth,leaf-user,,,,2
matthewwardrop,leaf-user,,,,2
matthewwithanm,leaf-user,,,,3
mattjj,leaf-user,,,,2
MattKetmo,leaf-user,,,,2
MattLds,user,19,51,70,66
mattma,leaf-user,,,,3
MattMcFarland,leaf-user,,,,11
mattmcloughlin,user,1,3,4,4
mattn,leaf-user,,,,9
mattparksdev,user,5,6,11,9
mattpodwysocki,leaf-user,,,,3
mattt,leaf-user,,,,24
mattwarren,leaf-user,,,,2
MattyO,user,23,16,39,31
matuszeman,leaf-user,,,,2
matyhtf,user,51,5,56,62
matz,leaf-user,,,,8
MaureenChan,leaf-user,,,,2
mauricio,leaf-user,,,,3
MauricioCarneiro,user,17,3,20,19
mauricionobrega,leaf-user,,,,2
mauricionr,leaf-user,,,,2
mavenlin,leaf-user,,,,3
maxbbn,leaf-user,,,,3
maxfields2000,leaf-user,,,,2
MaxGfeller,leaf-user,,,,2
maxhodak,user,41,3,44,43
maxim,leaf-user,,,,2
maximebf,leaf-user,,,,2
maximecb,leaf-user,,,,3
maxogden,user,51,51,102,119
MaxPleaner,user,28,51,79,53
maxs15,leaf-user,,,,2
maxxiaobao,user,44,51,95,75
maxzhang,user,51,45,96,104
mayaa6,leaf-user,,,,2
mayojava,leaf-user,,,,2
mayue2015,leaf-user,,,,2
mazailin,leaf-user,,,,2
Mazbaul,user,15,51,66,58
mazhao,user,4,2,6,6
Mazinkam,leaf-user,,,,2
mazleo,user,16,20,36,21
Mazzzy,leaf-user,,,,2
mbabker,leaf-user,,,,2
mbaez,leaf-user,,,,3
mbances,leaf-user,,,,2
MBehtemam,leaf-user,,,,2
mbellgb,leaf-user,,,,2
mbleigh,leaf-user,,,,2
mblondel,leaf-user,,,,2
mbontemps,leaf-user,,,,2
mbostock,user,51,13,64,97
mbradley21,leaf-user,,,,2
mbrandonw,leaf-user,,,,2
mbrevoort,leaf-user,,,,2
mbs0221,user,6,23,29,24
mbunge,leaf-user,,,,5
mcachopas,leaf-user,,,,3
mcantelon,leaf-user,,,,2
mcanthony,leaf-user,,,,28
mca-shahabuddin,leaf-user,,,,3
mcauser,user,43,42,85,83
McBits,leaf-user,,,,3
mchudy,user,2,0,2,2
mcintyre321,leaf-user,,,,2
mckelvin,leaf-user,,,,2
mcl1234,leaf-user,,,,2
mclamp,user,5,0,5,5
mcollina,leaf-user,,,,9
mcordingley,leaf-user,,,,2
mcuadros,leaf-user,,,,2
mcxiaoke,leaf-user,,,,10
mcxtzhang,leaf-user,,,,2
md5sam,leaf-user,,,,2
mde,leaf-user,,,,2
mding5692,leaf-user,,,,4
mdluo,leaf-user,,,,3
mdo,user,51,1,52,89
mdooox,leaf-user,,,,7
MDOR,user,17,40,57,41
mdrobny,user,8,10,18,17
mdsmithson,user,3,6,9,7
mdsumner,leaf-user,,,,2
mdub,leaf-user,,,,3
mdznr,leaf-user,,,,2
Mdzza,leaf-user,,,,2
me115,leaf-user,,,,2
meacer,leaf-user,,,,2
meagtan,leaf-user,,,,2
meatballhat,leaf-user,,,,3
mechana,leaf-user,,,,2
MeCKodo,leaf-user,,,,4
medcl,leaf-user,,,,3
Media-Hub,leaf-user,,,,2
medz,user,40,3,43,42
MegaByte875,leaf-user,,,,2
megan610,leaf-user,,,,2
megatontech,leaf-user,,,,4
megous,leaf-user,,,,2
meh,leaf-user,,,,2
mehmetv,leaf-user,,,,8
mehrdxd,leaf-user,,,,2
mehul-m-prajapati,leaf-user,,,,2
meizuosc,leaf-user,,,,3
melaniecebula,leaf-user,,,,2
melioratus,leaf-user,,,,2
melodywolk,leaf-user,,,,2
membphis,user,51,0,51,51
memclutter,leaf-user,,,,3
memo,leaf-user,,,,2
Menci,leaf-user,,,,3
mendsley,user,51,30,81,80
menduo,user,10,51,61,59
mengmomo,leaf-user,,,,2
mengqing723,leaf-user,,,,5
MengTo,leaf-user,,,,4
MengxuanWang,leaf-user,,,,2
mengye-yang,user,15,51,66,64
MengYP,user,15,29,44,30
Menooker,leaf-user,,,,2
mentol0126,user,5,3,8,7
MenZil,leaf-user,,,,5
MerDane,leaf-user,,,,2
merexcursion,leaf-user,,,,2
Merline159,leaf-user,,,,6
messense,leaf-user,,,,2
Mestelan,user,4,8,12,12
metacritical,leaf-user,,,,2
metadings,leaf-user,,,,16
metalbubble,leaf-user,,,,2
MeteoBoy4,user,8,51,59,57
MetSystem,leaf-user,,,,2
metuan,leaf-user,,,,2
metulburr,user,34,45,79,69
meuwka,leaf-user,,,,2
Mevrael,leaf-user,,,,3
mexiQQ,leaf-user,,,,2
meysampg,leaf-user,,,,2
MezeH,leaf-user,,,,2
mfelleisen,leaf-user,,,,3
mffrench,leaf-user,,,,2
mflatt,leaf-user,,,,2
MForever78,leaf-user,,,,2
mfouesneau,leaf-user,,,,2
mgechev,leaf-user,,,,15
mgenware,user,51,7,58,55
mgm702,leaf-user,,,,2
mgol,leaf-user,,,,4
mgonto,leaf-user,,,,3
mgp25,leaf-user,,,,3
mgravell,leaf-user,,,,2
mgwhitfield,user,51,51,102,166
mgymrek,leaf-user,,,,2
mgzxzy,user,8,45,53,50
mhart,user,51,51,102,103
mhartington,leaf-user,,,,3
mhartl,leaf-user,,,,3
mhausenblas,leaf-user,,,,3
mhegazy,leaf-user,,,,2
mhenke,user,51,51,102,96
mhevery,leaf-user,,,,8
MHM5000,leaf-user,,,,2
mhndev,user,28,51,79,69
mholt,leaf-user,,,,9
mhseiden,leaf-user,,,,2
mhulse,leaf-user,,,,2
miao1007,leaf-user,,,,2
miao9999,leaf-user,,,,2
miaowing,leaf-user,,,,2
MiaoxWu,user,1,43,44,44
miaoyinniao,leaf-user,,,,2
miasami,user,1,4,5,5
mibamur,leaf-user,,,,2
michael,leaf-user,,,,2
michaelachrisco,leaf-user,,,,2
michaelcontento,user,51,2,53,53
michaeldv,leaf-user,,,,2
MichaelEvans,leaf-user,,,,2
michaelficarra,leaf-user,,,,9
MichaelHatherly,leaf-user,,,,2
michaelhood,leaf-user,,,,2
MichaelHuyp,leaf-user,,,,2
michaelklishin,leaf-user,,,,3
michaelliao,leaf-user,,,,46
michaelmoussa,leaf-user,,,,2
michaelneale,leaf-user,,,,3
michaelokuboyejo,leaf-user,,,,3
MichaelSuen-thePointer,leaf-user,,,,2
michaeltintiuc,leaf-user,,,,2
michalkvasnicak,user,41,37,78,74
michalmatoga,user,10,16,26,22
MichalPaszkiewicz,user,51,51,102,357
michalwols,leaf-user,,,,2
MicheleBertoli,leaf-user,,,,4
michelebusta,leaf-user,,,,2
micheles,leaf-user,,,,2
micheleYPF,user,16,40,56,42
michelle,leaf-user,,,,2
michellepepe,user,41,51,92,86
michelleroy,leaf-user,,,,3
michieldegraaf,leaf-user,,,,2
michielkauwatjoe,leaf-user,,,,2
mickelsonm,leaf-user,,,,4
micln,leaf-user,,,,2
micobargo,user,7,6,13,10
micrologic,leaf-user,,,,2
micromaomao,user,24,16,40,35
microrz,leaf-user,,,,2
microsoftmvp,leaf-user,,,,2
microzz,leaf-user,,,,2
midday,leaf-user,,,,2
middlefeng,leaf-user,,,,2
miekg,leaf-user,,,,2
MightyVincent,leaf-user,,,,4
miguelao,leaf-user,,,,2
migueldeicaza,leaf-user,,,,4
miguelgrinberg,leaf-user,,,,8
migurski,leaf-user,,,,2
Mihirrpatel005,leaf-user,,,,2
mijaved,leaf-user,,,,2
mike121,leaf-user,,,,2
Mike19800206,leaf-user,,,,22
Mike325,leaf-user,,,,3
mikeal,leaf-user,,,,11
mikeant42,user,7,42,49,42
mikeash,leaf-user,,,,3
mikechi4,user,2,1,3,2
mikehauschild1,leaf-user,,,,2
MikeInnes,leaf-user,,,,4
mikekiwa,user,5,51,56,54
mikemclaren,leaf-user,,,,8
MikeMcQuaid,leaf-user,,,,2
mikenieva,leaf-user,,,,2
mikepenz,leaf-user,,,,8
mikera,leaf-user,,,,2
mikermcneil,leaf-user,,,,5
mikesherov,leaf-user,,,,2
miketheredherring,user,1,2,3,3
miketwais,leaf-user,,,,2
mikewonder,leaf-user,,,,2
mikeylinux,user,30,51,81,82
MikhailTatsky,leaf-user,,,,9
MikkoF,leaf-user,,,,6
mikolalysenko,leaf-user,,,,8
MIKUScallion,leaf-user,,,,2
miladkahsarialhadi,leaf-user,,,,3
MilanAryal,leaf-user,,,,19
milani,leaf-user,,,,4
milessabin,leaf-user,,,,3
milinda,leaf-user,,,,2
milizhang,leaf-user,,,,4
milkowski,leaf-user,,,,2
milktrader,leaf-user,,,,2
MilkXu,user,2,1,3,2
millermedeiros,leaf-user,,,,3
miloyip,user,51,21,72,81
mimr9,leaf-user,,,,10
minademian,user,5,15,20,16
mindthink,leaf-user,,,,3
MindWare2016,user,6,51,57,57
miner67,leaf-user,,,,8
MingcongBai,user,51,51,102,79
mingderwang,leaf-user,,,,2
mingkuang-Chuyu,leaf-user,,,,2
MingMingCheng,leaf-user,,,,3
mingshi,user,24,29,53,42
mingsnu,leaf-user,,,,2
MingXingTeam,leaf-user,,,,2
Mingyi,leaf-user,,,,2
minhnv289,leaf-user,,,,2
miniflycn,leaf-user,,,,2
miniKanren,leaf-user,,,,3
minmemory,user,51,12,63,63
minoriwww,user,11,51,62,54
minpann,leaf-user,,,,2
minux,leaf-user,,,,3
miolini,leaf-user,,,,2
mirfilip,user,9,6,15,15
misakamm,leaf-user,,,,4
Miserlou,leaf-user,,,,2
miserylee,leaf-user,,,,2
mishe,leaf-user,,,,3
mishin,user,51,51,102,101
mishoo,leaf-user,,,,2
MishuaiNiou,leaf-user,,,,2
miskcoo,leaf-user,,,,2
mislav,leaf-user,,,,8
MISSAJJ,leaf-user,,,,2
mission-peace,leaf-user,,,,6
mist64,leaf-user,,,,5
mistercrunch,leaf-user,,,,2
mistydemeo,leaf-user,,,,2
mitchellh,user,51,0,51,69
mitchoneill,leaf-user,,,,2
miter,leaf-user,,,,3
mitghi,leaf-user,,,,8
MitsuhaMiyamizu,leaf-user,,,,3
mitsuhiko,leaf-user,,,,26
Mituvinci,leaf-user,,,,2
mityao,leaf-user,,,,3
miukki,leaf-user,,,,2
miwenqiang,leaf-user,,,,3
mixu,leaf-user,,,,4
miyagawa,leaf-user,,,,2
mizumot,user,10,1,11,10
mizutaki,leaf-user,,,,2
mjackson,leaf-user,,,,5
mjacobus,leaf-user,,,,2
mjczyt,leaf-user,,,,3
mjhsieh,user,30,14,44,40
mjk0621,user,5,24,29,27
mjnr,user,51,51,102,81
mjsteinbaugh,leaf-user,,,,2
mkbiltek,user,4,51,55,56
M-Kepler,leaf-user,,,,3
mkhm,leaf-user,,,,5
mkideal,user,13,0,13,13
mkyong,leaf-user,,,,2
ml1732457,leaf-user,,,,2
mlh3169,leaf-user,,,,2
mli,leaf-user,,,,6
mlyknown,leaf-user,,,,4
mlynch,leaf-user,,,,4
mmahalwy,leaf-user,,,,2
mmalecki,leaf-user,,,,4
mmansion,leaf-user,,,,2
mmcgrana,leaf-user,,,,5
mmckegg,leaf-user,,,,3
mmeezan1987,leaf-user,,,,5
mmetince,leaf-user,,,,2
mmeyer2k,user,51,51,102,74
mmgs,leaf-user,,,,2
mmin18,leaf-user,,,,8
mmistakes,leaf-user,,,,2
mmk224,leaf-user,,,,2
mmocny,leaf-user,,,,2
mmontone,leaf-user,,,,4
mnapoli,leaf-user,,,,3
mndoci,user,51,51,102,91
mneise,leaf-user,,,,3
mnenno,leaf-user,,,,2
mnielsen,leaf-user,,,,7
mnmtanish,leaf-user,,,,2
mnowotka,leaf-user,,,,2
moak,leaf-user,,,,2
MoamenMohamed,leaf-user,,,,4
mocc89,leaf-user,,,,2
mocheng,user,30,22,52,48
modulexcite,leaf-user,,,,3
moell-peng,user,8,3,11,11
MofeLee,leaf-user,,,,2
mogeWCY,leaf-user,,,,2
mogoolib,leaf-user,,,,2
moha-lanser-87,leaf-user,,,,3
mohamadkalaaji,leaf-user,,,,2
Mohamed-El-Amine-D,leaf-user,,,,2
mohamedmansour,leaf-user,,,,2
MohammadRazaSEO,leaf-user,,,,19
MohanL,user,29,51,80,67
mohannnn,leaf-user,,,,7
mohanrajsambath,leaf-user,,,,2
mohd14shoeb,leaf-user,,,,2
mohdule,user,14,31,45,37
mohebifar,leaf-user,,,,16
mohjak,leaf-user,,,,2
mohong,leaf-user,,,,2
mohsen1,leaf-user,,,,2
mohsinalimat,leaf-user,,,,3
mojia7,leaf-user,,,,2
mojombo,leaf-user,,,,22
moling3650,leaf-user,,,,2
molon,leaf-user,,,,2
Molunerfinn,leaf-user,,,,2
momotaro98,leaf-user,,,,2
momtboy,leaf-user,,,,2
Mona19,user,21,51,72,67
monaxu93,leaf-user,,,,2
mondaychen,leaf-user,,,,2
mondok,leaf-user,,,,2
moneya,user,4,51,55,55
Moniicaa,leaf-user,,,,3
monkollek,user,6,0,6,6
monmon-2007,leaf-user,,,,13
monsieurCarter,user,10,18,28,20
monsterkodi,leaf-user,,,,2
Monte9,leaf-user,,,,5
monteshy,leaf-user,,,,2
MontesRios,leaf-user,,,,2
montogeek,leaf-user,,,,2
montyanderson,user,43,51,94,88
moobyes,leaf-user,,,,6
moocss,leaf-user,,,,3
Moolica23,leaf-user,,,,2
moolighty,leaf-user,,,,3
MoonLht,leaf-user,,,,2
MoOx,leaf-user,,,,2
mooyoul,leaf-user,,,,2
mooz,leaf-user,,,,4
moreirawebmaster,user,6,12,18,18
morethanreal,leaf-user,,,,2
morilog,leaf-user,,,,3
MoriyamaYu,leaf-user,,,,2
morrelinko,leaf-user,,,,2
morrisonlevi,leaf-user,,,,3
morristech,leaf-user,,,,2
morsalinh,leaf-user,,,,2
morteza,leaf-user,,,,2
mortonfox,user,51,51,102,51
morufib,user,5,12,17,12
MorvanZhou,leaf-user,,,,2
mosaic101,user,9,20,29,23
mosdeo,leaf-user,,,,3
MosheBerman,leaf-user,,,,2
Mosoc,user,49,51,100,74
mosra,leaf-user,,,,2
motianhuo,leaf-user,,,,3
moughamir,leaf-user,,,,2
mougua,user,16,36,52,36
mouhong,leaf-user,,,,2
moul,leaf-user,,,,2
mountain,user,51,51,102,102
mourner,leaf-user,,,,2
mousam05,leaf-user,,,,2
mowangdk,user,13,22,35,24
MOxFIVE,leaf-user,,,,4
moxie0,leaf-user,,,,3
MoyanZitto,leaf-user,,,,2
moyheen,leaf-user,,,,2
moyunchen,leaf-user,,,,2
mozacoval,leaf-user,,,,2
MozCrash,leaf-user,,,,2
mozillo,leaf-user,,,,2
mpa,user,9,16,25,23
mpatacchiola,user,32,5,37,34
mperham,leaf-user,,,,5
mpj,leaf-user,,,,2
mpkh,leaf-user,,,,2
mpkocher,user,16,3,19,19
mpociot,leaf-user,,,,2
mpospese,leaf-user,,,,2
MPPECS,user,5,9,14,9
mpr0xy,user,24,51,75,68
mqliang,leaf-user,,,,2
mraible,leaf-user,,,,2
Mrakonja,leaf-user,,,,2
mrange,user,21,3,24,22
mranney,leaf-user,,,,3
mrcodehang,leaf-user,,,,2
MrCoderon,leaf-user,,,,27
mrdaios,leaf-user,,,,2
MrDarcys,leaf-user,,,,2
Mrdogithub,leaf-user,,,,2
mrdoob,leaf-user,,,,27
mreiferson,leaf-user,,,,2
mrflip,leaf-user,,,,2
mrFranklin,leaf-user,,,,3
MrGru,leaf-user,,,,2
Mr-hai,leaf-user,,,,3
MrHeart,leaf-user,,,,2
mrichman,leaf-user,,,,2
Mr-jing,leaf-user,,,,2
MrKiven,user,51,51,102,102
mrkt,leaf-user,,,,3
mrmign,leaf-user,,,,5
mrmiywj,user,51,51,102,98
MR-Mostafa,leaf-user,,,,2
mrmrs,leaf-user,,,,4
mrocklin,leaf-user,,,,2
mronian,leaf-user,,,,2
mroth,leaf-user,,,,4
mrprompt,leaf-user,,,,7
MrRaindrop,leaf-user,,,,2
MrRio,leaf-user,,,,4
mrrizal,user,4,8,12,10
mrshm,leaf-user,,,,2
mrsinguyen,leaf-user,,,,2
mrtim247,user,6,36,42,40
mrtnbrjs,leaf-user,,,,2
Mrxdh,user,33,51,84,83
Mrzeron,user,51,1,52,153
Mrzhangjwei,user,9,51,60,59
mrzhqiang,leaf-user,,,,2
Mrzzchao,leaf-user,,,,2
MSC19950601,user,29,51,80,76
msccreater,leaf-user,,,,2
mscdex,leaf-user,,,,6
mschwarzmueller,leaf-user,,,,2
mscoutermarsh,leaf-user,,,,2
msdgwzhy6,leaf-user,,,,2
msg7086,leaf-user,,,,2
MsgIM,leaf-user,,,,3
msingle,leaf-user,,,,2
msinia,user,19,38,57,49
msjbear,leaf-user,,,,2
mssalvo,leaf-user,,,,51
mstaack,leaf-user,,,,2
msuchard,leaf-user,,,,2
mtdowling,leaf-user,,,,2
mthenw,leaf-user,,,,2
mthli,leaf-user,,,,7
mtrabelsi,leaf-user,,,,12
mtschoen,user,12,7,19,18
mtscout6,leaf-user,,,,2
mttkay,leaf-user,,,,3
mturley,user,10,14,24,22
mtwebster,leaf-user,,,,2
mtwilliams,leaf-user,,,,2
muan,user,51,51,102,122
muaz-khan,leaf-user,,,,3
mubaris,leaf-user,,,,2
mubix,leaf-user,,,,2
mucbuc,user,51,51,102,90
muhammedzaimtr,user,19,51,70,67
muhammetardayildiz,leaf-user,,,,2
muhammetvrl,user,4,37,41,38
muhonglong,user,5,8,13,13
mukuyoubi,user,15,42,57,51
mumuy,leaf-user,,,,3
MuneCms,leaf-user,,,,2
munificent,leaf-user,,,,5
muratcorlu,leaf-user,,,,2
museng,leaf-user,,,,3
mushroomsir,leaf-user,,,,2
MuTouRend,leaf-user,,,,2
muucouple,user,2,1,3,3
muzichen,leaf-user,,,,3
mvader,leaf-user,,,,2
mvanveen,leaf-user,,,,2
mvayngrib,leaf-user,,,,2
mvnnn,leaf-user,,,,2
mvpcom,leaf-user,,,,2
mwaskom,leaf-user,,,,2
mwawrusch,leaf-user,,,,2
MWers,user,7,17,24,24
mxatone,leaf-user,,,,2
mxcl,leaf-user,,,,13
mxochicale,leaf-user,,,,2
mxstbr,leaf-user,,,,5
mxy2316868975javascript,leaf-user,,,,2
myankshah,leaf-user,,,,2
MyasarRasool,leaf-user,,,,4
mycoin,leaf-user,,,,3
mycure,leaf-user,,,,2
myfreeweb,leaf-user,,,,2
myhau,leaf-user,,,,2
myleshorton,leaf-user,,,,3
mylxn,user,51,51,102,91
myly10,leaf-user,,,,2
mynawang,leaf-user,,,,2
myronliu347,leaf-user,,,,3
myronmarston,leaf-user,,,,2
MyselfKhayer,user,51,51,102,111
myst729,user,51,51,102,114
MysterionRise,leaf-user,,,,2
